INN X,INN Y,INP X,INP Y,VOUT X,VOUT Y
1.57884461270932e-05,1.23,1.57884461270932e-05,1.22115538729068,1.57884461270932e-05,0.4173512480726465
1.578869701648953e-05,1.23,1.578869701648953e-05,1.221130298351047,1.578869701648953e-05,0.3795857884712504
1.57891987952822e-05,1.23,1.57891987952822e-05,1.22108012047178,1.57891987952822e-05,0.3159592203908632
1.578960844790467e-05,1.23,1.578960844790467e-05,1.221039155209533,1.578960844790467e-05,0.2790030806573143
1.57904277531496e-05,1.23,1.57904277531496e-05,1.22095722468504,1.57904277531496e-05,0.220721194069578
1.579125063940701e-05,1.23,1.579125063940701e-05,1.220874936059299,1.579125063940701e-05,0.1820514578762918
1.579289641192183e-05,1.23,1.579289641192183e-05,1.220710358807817,1.579289641192183e-05,0.1304103027457857
1.579435629752088e-05,1.23,1.579435629752088e-05,1.220564370247912,1.579435629752088e-05,0.1032220692503457
1.579672971416427e-05,1.23,1.579672971416427e-05,1.220327028583573,1.579672971416427e-05,0.07283570903262675
1.579928980444372e-05,1.23,1.579928980444372e-05,1.220071019555628,1.579928980444372e-05,0.05193034016783848
1.580265770847841e-05,1.23,1.580265770847841e-05,1.219734229152158,1.580265770847841e-05,0.032473891247796
1.580714984383737e-05,1.23,1.580714984383737e-05,1.219285015616263,1.580714984383737e-05,0.01800736825937486
1.580854164254852e-05,1.23,1.580854164254852e-05,1.219145835745147,1.580854164254852e-05,0.01426621782393316
1.581132523997083e-05,1.23,1.581132523997083e-05,1.218867476002917,1.581132523997083e-05,0.00879890811425175
1.5815357333192e-05,1.23,1.5815357333192e-05,1.2184642666808,1.5815357333192e-05,0.003405575074152663
1.582002085594426e-05,1.23,1.582002085594426e-05,1.217997914405573,1.582002085594426e-05,0.001405137185916133
1.582807484920414e-05,1.23,1.582807484920414e-05,1.217192515079585,1.582807484920414e-05,-3.777035780693558e-05
1.583834998709143e-05,1.23,1.583834998709143e-05,1.216165001290857,1.583834998709143e-05,0.0002265201721459658
1.585752069720772e-05,1.23,1.585752069720772e-05,1.214247930279228,1.585752069720772e-05,-0.0001998948869167952
1.58781396654763e-05,1.23,1.58781396654763e-05,1.21218603345237,1.58781396654763e-05,0.0002066253187217461
1.590467869335737e-05,1.23,1.590467869335737e-05,1.209532130664263,1.590467869335737e-05,-0.0002044144363308815
1.593148280084296e-05,1.23,1.593148280084296e-05,1.206851719915704,1.593148280084296e-05,0.0002049984789067192
1.595853163516615e-05,1.23,1.595853163516615e-05,1.204146836483384,1.595853163516615e-05,-0.0002048200860865527
1.599183689538924e-05,1.23,1.599183689538924e-05,1.200816310461076,1.599183689538924e-05,0.0002048340504947637
1.604973074397804e-05,1.23,1.604973074397804e-05,1.195026925602196,1.604973074397804e-05,-0.0002047518705106372
1.613877155451027e-05,1.23,1.613877155451027e-05,1.186122844548973,1.613877155451027e-05,0.0002047590080113545
1.625077071995275e-05,1.23,1.625077071995275e-05,1.174922928004725,1.625077071995275e-05,-0.0002046992007433842
1.636596224371809e-05,1.23,1.636596224371809e-05,1.163403775628191,1.636596224371809e-05,0.0002047253392772986
1.64846079563886e-05,1.23,1.64846079563886e-05,1.15153920436114,1.64846079563886e-05,-0.0002046752147118574
1.664007188737991e-05,1.23,1.664007188737991e-05,1.135992811262009,1.664007188737991e-05,0.0002047017104471127
1.686744521726024e-05,1.23,1.686744521726024e-05,1.113255478273976,1.686744521726024e-05,-0.0002046453321697813
1.717371857236893e-05,1.23,1.717371857236893e-05,1.082628142763107,1.717371857236893e-05,0.0002046728081103346
1.759880427444156e-05,1.23,1.759880427444156e-05,1.040119572555844,1.759880427444156e-05,-0.0002046208431318923
1.816757061212834e-05,1.23,1.816757061212834e-05,0.9832429387871656,1.816757061212834e-05,0.0002046512338284722
1.895644034818421e-05,1.23,1.895644034818421e-05,0.9043559651815793,1.895644034818421e-05,-0.0002046009564929828
2e-05,1.23,2e-05,0.8,2e-05,0.0002046327192853549
2.007504166666667e-05,1.23,2.007504166666667e-05,0.8075041666666667,2.007504166666667e-05,-6.288754881630066e-09
2.0225125e-05,1.23,2.0225125e-05,0.8225125000000001,2.0225125e-05,-1.645366644927732e-08
2.052529166666667e-05,1.23,2.052529166666667e-05,0.8525291666666669,2.052529166666667e-05,2.436046136909754e-08
2.1125625e-05,1.23,2.1125625e-05,0.9125625000000004,2.1125625e-05,9.441754881432352e-09
2.232629166666667e-05,1.23,2.232629166666667e-05,1.032629166666667,2.232629166666667e-05,2.435893158283424e-08
2.27875820535489e-05,1.23,2.27875820535489e-05,1.07875820535489,2.27875820535489e-05,9.443066077944926e-09
2.301822724699001e-05,1.23,2.301822724699001e-05,1.101822724699001,2.301822724699001e-05,2.435574775598795e-08
2.347951763387223e-05,1.23,2.347951763387223e-05,1.147951763387224,2.347951763387223e-05,9.446230625031327e-09
2.362361922250528e-05,1.23,2.362361922250528e-05,1.162361922250529,2.362361922250528e-05,2.435226334307339e-08
2.391182239977138e-05,1.23,2.391182239977138e-05,1.191182239977138,2.391182239977138e-05,9.452130814171051e-09
2.396904449445296e-05,1.23,2.396904449445296e-05,1.196904449445296,2.396904449445296e-05,2.421521231102071e-08
2.399765554179374e-05,1.23,2.399765554179374e-05,1.199765554179375,2.399765554179374e-05,8.116490578255631e-09
2.405487763647532e-05,1.23,2.405487763647532e-05,1.205487763647533,2.405487763647532e-05,3.636701514127197e-09
2.408348868381611e-05,1.23,2.408348868381611e-05,1.208348868381611,2.408348868381611e-05,-1.947389801849748e-07
2.412262711381955e-05,1.23,2.412262711381955e-05,1.212262711381955,2.412262711381955e-05,-1.390721054177013e-06
2.413336422248604e-05,1.23,2.413336422248604e-05,1.213336422248604,2.413336422248604e-05,-3.083876574810279e-06
2.415483843981901e-05,1.23,2.415483843981901e-05,1.215483843981902,2.415483843981901e-05,-2.749262939233084e-06
2.418272454258275e-05,1.23,2.418272454258275e-05,1.218272454258275,2.418272454258275e-05,0.000950118196303447
2.419697897033927e-05,1.23,2.419697897033927e-05,1.219697897033928,2.419697897033927e-05,0.01925521021853158
2.420167783589613e-05,1.23,2.420167783589613e-05,1.220167783589614,2.420167783589613e-05,0.04001408409244854
2.421107556700986e-05,1.23,2.421107556700986e-05,1.221107556700986,2.421107556700986e-05,0.1405247630466539
2.421250526694135e-05,1.23,2.421250526694135e-05,1.221250526694135,2.421250526694135e-05,0.1721833039554114
2.421536466680434e-05,1.23,2.421536466680434e-05,1.221536466680435,2.421536466680434e-05,0.2918530641444009
2.421614720251546e-05,1.23,2.421614720251546e-05,1.221614720251547,2.421614720251546e-05,0.352000322684915
2.421721810075335e-05,1.23,2.421721810075335e-05,1.221721810075335,2.421721810075335e-05,0.4920560963468901
2.421759458837892e-05,1.23,2.421759458837892e-05,1.221759458837892,2.421759458837892e-05,0.5824633618968476
2.42179017188174e-05,1.23,2.42179017188174e-05,1.22179017188174,2.42179017188174e-05,0.7169339784158293
2.421830399242584e-05,1.23,2.421830399242584e-05,1.221830399242584,2.421830399242584e-05,1.071704996832544
2.421859854623301e-05,1.23,2.421859854623301e-05,1.221859854623301,2.421859854623301e-05,1.454599263616159
2.421880443579323e-05,1.23,2.421880443579323e-05,1.221880443579324,2.421880443579323e-05,1.750721395053219
2.421908516894274e-05,1.23,2.421908516894274e-05,1.221908516894274,2.421908516894274e-05,2.129701170256981
2.421932341633284e-05,1.23,2.421932341633284e-05,1.221932341633284,2.421932341633284e-05,2.360073243250432
2.421954115721249e-05,1.23,2.421954115721249e-05,1.221954115721249,2.421954115721249e-05,2.489096232697122
2.421977951880942e-05,1.23,2.421977951880942e-05,1.221977951880942,2.421977951880942e-05,2.579033119534123
2.422003025737708e-05,1.23,2.422003025737708e-05,1.222003025737708,2.422003025737708e-05,2.648044399131335
2.422030740332472e-05,1.23,2.422030740332472e-05,1.222030740332472,2.422030740332472e-05,2.709432894269237
2.422069180754303e-05,1.23,2.422069180754303e-05,1.222069180754304,2.422069180754303e-05,2.780884138010661
2.422122417120471e-05,1.23,2.422122417120471e-05,1.222122417120471,2.422122417120471e-05,2.862668163044539
2.422202143193988e-05,1.23,2.422202143193988e-05,1.222202143193989,2.422202143193988e-05,2.963160371212992
2.422300137105915e-05,1.23,2.422300137105915e-05,1.222300137105915,2.422300137105915e-05,3.06235216834634
2.422439438788574e-05,1.23,2.422439438788574e-05,1.222439438788574,2.422439438788574e-05,3.172628722147622
2.422614642824293e-05,1.23,2.422614642824293e-05,1.222614642824293,2.422614642824293e-05,3.263223291311348
2.422838481255381e-05,1.23,2.422838481255381e-05,1.222838481255381,2.422838481255381e-05,3.297598157305379
2.423044182180906e-05,1.23,2.423044182180906e-05,1.223044182180906,2.423044182180906e-05,3.299270944165362
2.423247259939257e-05,1.23,2.423247259939257e-05,1.223247259939257,2.423247259939257e-05,3.299857387980094
2.423465304049991e-05,1.23,2.423465304049991e-05,1.223465304049991,2.423465304049991e-05,3.2995662524167
2.423706521927699e-05,1.23,2.423706521927699e-05,1.223706521927699,2.423706521927699e-05,3.299948623611751
2.424077241951091e-05,1.23,2.424077241951091e-05,1.224077241951091,2.424077241951091e-05,3.299607389553608
2.424635355313536e-05,1.23,2.424635355313536e-05,1.224635355313536,2.424635355313536e-05,3.299974107648882
2.42541959281923e-05,1.23,2.42541959281923e-05,1.22541959281923,2.42541959281923e-05,3.299622520443795
2.426549815075314e-05,1.23,2.426549815075314e-05,1.226549815075315,2.426549815075314e-05,3.299982260557909
2.428150764184212e-05,1.23,2.428150764184212e-05,1.228150764184212,2.428150764184212e-05,3.29962859063123
2.42984953518153e-05,1.23,2.42984953518153e-05,1.229849535181531,2.42984953518153e-05,3.29998559880791
2.430473507492856e-05,1.23,2.430473507492856e-05,1.230473507492856,2.430473507492856e-05,3.299632080087611
2.431721452115507e-05,1.23,2.431721452115507e-05,1.231721452115507,2.431721452115507e-05,3.299986966303809
2.433010552318851e-05,1.23,2.433010552318851e-05,1.233010552318852,2.433010552318851e-05,3.299634068588035
2.433378126343345e-05,1.23,2.433378126343345e-05,1.233378126343345,2.433378126343345e-05,3.299987411948672
2.433561913355592e-05,1.23,2.433561913355592e-05,1.233561913355593,2.433561913355592e-05,3.299635693096976
2.433929487380086e-05,1.23,2.433929487380086e-05,1.233929487380087,2.433929487380086e-05,3.299987798211001
2.434410015665104e-05,1.23,2.434410015665104e-05,1.234410015665104,2.434410015665104e-05,3.29963729531632
2.434606854032105e-05,1.23,2.434606854032105e-05,1.234606854032105,2.434606854032105e-05,3.299986069584008
2.435000530766106e-05,1.23,2.435000530766106e-05,1.235000530766107,2.435000530766106e-05,3.299637743852745
2.43578788423411e-05,1.23,2.43578788423411e-05,1.23578788423411,2.43578788423411e-05,3.299985453120554
2.436924747876013e-05,1.23,2.436924747876013e-05,1.236924747876013,2.436924747876013e-05,3.299638329695591
2.438602053033244e-05,1.23,2.438602053033244e-05,1.238602053033244,2.438602053033244e-05,3.29998725969334
2.440594967391811e-05,1.23,2.440594967391811e-05,1.240594967391811,2.440594967391811e-05,3.299638950945137
2.443227032444037e-05,1.23,2.443227032444037e-05,1.243227032444037,2.443227032444037e-05,3.299985477949037
2.446753033143728e-05,1.23,2.446753033143728e-05,1.246753033143729,2.446753033143728e-05,3.299639017014824
2.451799189077605e-05,1.23,2.451799189077605e-05,1.251799189077605,2.451799189077605e-05,3.29998673816383
2.458411705911333e-05,1.23,2.458411705911333e-05,1.258411705911333,2.458411705911333e-05,3.29963924432631
2.467581485421344e-05,1.23,2.467581485421344e-05,1.267581485421344,2.467581485421344e-05,3.299985545321685
2.479656859958022e-05,1.23,2.479656859958022e-05,1.279656859958022,2.479656859958022e-05,3.299639265635697
2.496106310836051e-05,1.23,2.496106310836051e-05,1.296106310836051,2.496106310836051e-05,3.299985528371643
2.516751039558195e-05,1.23,2.516751039558195e-05,1.316751039558195,2.516751039558195e-05,3.299639278100952
2.538901767783928e-05,1.23,2.538901767783928e-05,1.338901767783928,2.538901767783928e-05,3.299985517524039
2.547915415053839e-05,1.23,2.547915415053839e-05,1.34791541505384,2.547915415053839e-05,3.299639296105295
2.565942709593663e-05,1.23,2.565942709593663e-05,1.365942709593663,2.565942709593663e-05,3.299985498313374
2.590132234859966e-05,1.23,2.590132234859966e-05,1.390132234859966,2.590132234859966e-05,3.29963930722903
2.616125421335849e-05,1.23,2.616125421335849e-05,1.416125421335849,2.616125421335849e-05,3.299985489123667
2.661414448274809e-05,1.23,2.661414448274809e-05,1.461414448274809,2.661414448274809e-05,3.299639314258102
2.716912487377626e-05,1.23,2.716912487377626e-05,1.516912487377627,2.716912487377626e-05,3.299985484494166
2.80054874458281e-05,1.23,2.80054874458281e-05,1.60054874458281,2.80054874458281e-05,3.299639317714304
2.91548282823651e-05,1.23,2.91548282823651e-05,1.715482828236511,2.91548282823651e-05,3.29998548209426
3e-05,1.23,3e-05,1.8,3e-05,3.299639320065995
3.007504166666666e-05,1.23,3.007504166666666e-05,1.792495833333333,3.007504166666666e-05,3.299812396552214
3.0225125e-05,1.23,3.0225125e-05,1.7774875,3.0225125e-05,3.299812404239737
3.052529166666667e-05,1.23,3.052529166666667e-05,1.747470833333333,3.052529166666667e-05,3.299812396553069
3.1125625e-05,1.23,3.1125625e-05,1.6874375,3.1125625e-05,3.29981240424061
3.232629166666667e-05,1.23,3.232629166666667e-05,1.567370833333333,3.232629166666667e-05,3.299812396556156
3.432629166666667e-05,1.23,3.432629166666667e-05,1.367370833333333,3.432629166666667e-05,3.299812404259387
3.471092060706936e-05,1.23,3.471092060706936e-05,1.328907939293064,3.471092060706936e-05,3.29981239659278
3.489313970943921e-05,1.23,3.489313970943921e-05,1.310686029056078,3.489313970943921e-05,3.299812404306299
3.522093266706635e-05,1.23,3.522093266706635e-05,1.277906733293364,3.522093266706635e-05,3.299812396806151
